title,detail,cover_image,no_copies,in_stock,price,category_id,author_id,publisher_id
Female Perversions,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",https://robohash.org/laboreearumconsequuntur.png?size=100x100&set=set1,89,89,66.26,12,29,36
Fantomas vs. Scotland Yard,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.",https://robohash.org/nesciuntquidemut.png?size=100x100&set=set1,66,66,33.1,13,68,84
The Beehive,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl.",https://robohash.org/autemeosneque.png?size=100x100&set=set1,76,76,18.81,11,68,11
"Grapes of Wrath, The",In congue. Etiam justo.,https://robohash.org/sitperferendisdeserunt.png?size=100x100&set=set1,14,14,68.7,1,73,48
Shock Waves,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.",https://robohash.org/quiaconsequunturcommodi.png?size=100x100&set=set1,16,16,33.77,5,27,23
"Fast and the Furious: Tokyo Drift, The (Fast and the Furious 3, The)","Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",https://robohash.org/nullaeaquos.png?size=100x100&set=set1,54,54,68.08,11,45,1
"Boys Next Door, The","In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",https://robohash.org/errorsapienteut.png?size=100x100&set=set1,91,91,57.22,4,76,4
"Crusades, The","Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",https://robohash.org/ametsedfuga.png?size=100x100&set=set1,63,63,31.03,2,54,95
"Burmese Harp, The (Biruma no tategoto)","Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero.",https://robohash.org/laboreundeet.png?size=100x100&set=set1,6,6,54.13,4,7,86
"Day the Earth Stood Still, The","Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",https://robohash.org/istequiquisquam.png?size=100x100&set=set1,6,6,34.38,12,80,8
Before I Disappear,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.",https://robohash.org/atquesaepeest.png?size=100x100&set=set1,2,2,13.19,14,6,84
"Little Soldier, The (Petit soldat, Le)",Etiam vel augue. Vestibulum rutrum rutrum neque.,https://robohash.org/accusantiummolestiaenesciunt.png?size=100x100&set=set1,51,51,57.06,1,79,81
Coherence,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl.",https://robohash.org/solutanecessitatibusmaxime.png?size=100x100&set=set1,4,4,52.56,4,30,28
Tied,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.,https://robohash.org/inbeataenisi.png?size=100x100&set=set1,50,50,21.74,14,8,67
Small Apartments,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,https://robohash.org/sedetrerum.png?size=100x100&set=set1,51,51,24.98,4,83,61
Dreamgirls,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.",https://robohash.org/sequievenietet.png?size=100x100&set=set1,44,44,49.59,17,93,39
Rambo (Rambo 4),"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",https://robohash.org/distinctioautarchitecto.png?size=100x100&set=set1,88,88,62.9,10,57,35
Colt Comrades,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",https://robohash.org/evenietquidemdeserunt.png?size=100x100&set=set1,5,5,65.54,17,4,10
Saratoga Trunk,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.",https://robohash.org/distinctionobisat.png?size=100x100&set=set1,58,58,61.77,3,78,35
Cthulhu,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",https://robohash.org/ipsamestexercitationem.png?size=100x100&set=set1,22,22,49.61,14,5,28
Wedding Bell Blues,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",https://robohash.org/dignissimospariatursunt.png?size=100x100&set=set1,53,53,55.89,13,30,48
Asterix and the Vikings (Astérix et les Vikings),Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.,https://robohash.org/reiciendisodiopossimus.png?size=100x100&set=set1,29,29,6.38,8,47,64
Ocean's Eleven,"Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",https://robohash.org/laborumdolorummodi.png?size=100x100&set=set1,25,25,44.95,3,76,14
The Baker's Wife,Cras in purus eu magna vulputate luctus.,https://robohash.org/etvoluptatesenim.png?size=100x100&set=set1,99,99,42.96,1,69,38
Cop Out,Cras non velit nec nisi vulputate nonummy.,https://robohash.org/quaeratametsapiente.png?size=100x100&set=set1,90,90,23.44,15,91,54
Monga,"Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis.",https://robohash.org/doloribusessevelit.png?size=100x100&set=set1,18,18,54.71,4,94,86
Search and Destroy,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst.",https://robohash.org/quorecusandaenisi.png?size=100x100&set=set1,72,72,39.67,12,59,4
Bloody Territories (Kôiki bôryoku: ryuuketsu no shima),"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",https://robohash.org/sequidoloremaccusantium.png?size=100x100&set=set1,78,78,67.13,1,44,48
Dames,Mauris ullamcorper purus sit amet nulla.,https://robohash.org/etexet.png?size=100x100&set=set1,73,73,29.85,10,49,29
Invitation to the Dance,Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.,https://robohash.org/utundeodit.png?size=100x100&set=set1,17,17,26.51,10,51,79
Buddy,Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,https://robohash.org/perferendisnemoconsectetur.png?size=100x100&set=set1,15,15,50.55,5,63,25
"Crush, The (La cotta)","Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",https://robohash.org/sapientecumeius.png?size=100x100&set=set1,100,100,35.06,1,18,42
Elephant,Nullam varius. Nulla facilisi.,https://robohash.org/utaliquidaut.png?size=100x100&set=set1,47,47,40.21,16,44,47
The Connection,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",https://robohash.org/nullautdolorum.png?size=100x100&set=set1,93,93,32.46,13,56,10
All the President's Men,"Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.",https://robohash.org/fuganatusqui.png?size=100x100&set=set1,7,7,13.31,9,58,71
Cold Prey (Fritt Vilt),"Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor.",https://robohash.org/atearumesse.png?size=100x100&set=set1,65,65,51.94,13,25,9
Disco Pigs,Duis aliquam convallis nunc.,https://robohash.org/abliberoiste.png?size=100x100&set=set1,89,89,44.24,9,26,9
Ticked-Off Trannies with Knives,Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.,https://robohash.org/sequiaccusantiumea.png?size=100x100&set=set1,57,57,4.56,1,8,60
Genealogies of a Crime (Généalogies d'un crime),"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",https://robohash.org/dignissimosminimamagni.png?size=100x100&set=set1,30,30,12.73,17,41,39
Soul Kitchen,Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum.,https://robohash.org/eligendiearumomnis.png?size=100x100&set=set1,73,73,4.25,12,16,24
"Century of the Self, The","Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",https://robohash.org/rerumvoluptasaspernatur.png?size=100x100&set=set1,22,22,1.05,14,48,97
Skyjacked,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",https://robohash.org/dolorumquisquamvoluptatem.png?size=100x100&set=set1,16,16,68.67,8,68,50
Goodbye First Love,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.",https://robohash.org/etremnumquam.png?size=100x100&set=set1,82,82,10.89,12,21,21
Air Bud,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",https://robohash.org/etdolorelaudantium.png?size=100x100&set=set1,33,33,38.24,10,74,47
"New Life, A (La vie nouvelle)",Etiam pretium iaculis justo. In hac habitasse platea dictumst.,https://robohash.org/quaeomnisnam.png?size=100x100&set=set1,33,33,48.62,6,63,8
Across the Pacific,In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst.,https://robohash.org/remrepudiandaecorporis.png?size=100x100&set=set1,48,48,7.19,3,81,76
Boy A,Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.,https://robohash.org/omnisnobisiure.png?size=100x100&set=set1,29,29,68.84,5,3,18
Snowmageddon,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,https://robohash.org/etmaioresut.png?size=100x100&set=set1,92,92,22.74,7,94,8
Butcher Boys (Bone Boys),"Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio.",https://robohash.org/eosadipisciearum.png?size=100x100&set=set1,91,91,50.79,1,4,60
Patema Inverted,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero.",https://robohash.org/omnissequidoloribus.png?size=100x100&set=set1,36,36,7.01,6,9,84
Fierce Creatures,"Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",https://robohash.org/aliasblanditiisquia.png?size=100x100&set=set1,93,93,38.28,13,6,37
"Incredible Hulk Returns, The","Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",https://robohash.org/itaquesimiliqueest.png?size=100x100&set=set1,72,72,58.62,7,39,8
Dangerous,"Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.",https://robohash.org/ipsamsitculpa.png?size=100x100&set=set1,14,14,5.21,17,31,100
